연구현황,연구정보,연구의뢰자,연구비지원기관,연구종류,임상시험단계,중재종류,등록번호,연구고유번호,연구대상/질환,등록일,최종갱신일,첫환자등록일자,연구종료일,주요결과변수
연구종결(Completed),시변 펄스형 자기장 자극 (PEMFs:Pulsed Electromagnetic field Stimulation)과 저주파 전기자극 (TEAs:Transcutaneous Electrical Acupoint stimulation)의 근피로 회복에 미치는 영향 비교 - The comparison of the muscle fatigue recovery effect by pulsed electromagnetic fields (PEMFs) and transcutaneous electrical acupoint stimulation (TEAS).,연세대학교,지식경제부(Ministry of Knowledge Economy),중재연구(Interventional Study),Phase2/Phase3,의료기구(Medical Device),KCT0000402,11-Jun,"MeSH Heading : Muscle Fatigue Tree Number : G11.427.550 Annotation : note category Scope Note : A state arrived at through prolonged and strong contraction of a muscle. Studies in athletes during prolonged submaximal exercise have shown that muscle fatigue increases in almost direct proportion to the rate of muscle glycogen depletion. Muscle fatigue in short-term maximal exercise is associated with oxygen lack and an increased level of blood and muscle lactic acid, and an accompanying increase in hydrogen-ion concentration in the exercised muscle. Entry Term : Fatigue, Muscle Entry Term : Muscular Fatigue Allowable Qualifiers : DE ES GE IM PH RE Previous Indexing : Fatigue (1966-1994) Previous Indexing : Muscles (1966-1994) Previous Indexing : specific muscle (1966-1994) History Note : 95 Date of Entry : 19940523 Unique ID : D018763",2012-04-12,2012-04-12,2011-06-29,2011-07-10,근전도 신호의 중앙 주파수(Median frequency of the EMG)
대상자 모집 전(Not yet recruiting),"HER2 상태에 따른 트라스투주맙 치료에 적합하지 않고, 일차요법에서 진행 된 전이성, 위암 또는 위-식도 접합부 암환자에서 파클리탁셀 단독 투여 대비 파클리탁셀과 병용한 AZD8931 의 유효성, 안전성 및 약물동력학 평가를 위한 제 2a 상 다기관 무작위배정 이중맹검 위약대조 시험 (SAGE) - A Phase IIa Multi-centre Randomised Double-Blind Placebo-controlled Study to Assess the Efficacy, Safety and Pharmacokinetics of AZD8931 in Combination with Paclitaxel versus Paclitaxel alone in Patients with Metastatic, Gastric or Gastro-oesophageal Junction, Cancer who progress following First Line Therapy and are Ineligible for Treatment with trastuzumab by HER2 Status (SAGE)",서울대학교병원,한국아스트라제네카 (주)(AstraZeneca Korea),중재연구(Interventional Study),Phase2,의약품(Drug),KCT0000401,D0102C00006,위암 또는 위-식도접합부 암환자,2012-04-10,2012-04-10,2012-04-25,2013-05-20,종양크기 변화(Change in tumour size)
대상자 모집 전(Not yet recruiting),혈당 강하제 치료를 시작하지 않은 2형 당뇨병 환자에서 만성 당뇨병 합병증 발생을 예측할 수 있는 새로운 바이오마커 발굴을 위한 전향적 관찰 연구 - Prospective observational study for the identification of novel biomarkers that can aid to predict the chronic complications of diabetes in drug naive patients with type 2 diabetes mellitus,서울아산병원,주식회사한독약품(Handok),관찰연구(Observational Study),,,KCT0000400,2011-0574,Type 2 diabetes mellitus,2012-04-09,2012-04-09,2012-06-01,2022-05-31,미세합병증(microvascular complications)대혈관합병증(macrovascular complications)
연구종결(Completed),복강경하 담낭절제술 중 지속적으로 투여된 Dexmedetomidine 또는 Esmolol이 혈중 cytokines 농도에 미치는 영향 - Effects of dexmedetomidine or esmolol on inflammatory responses in patients undergoing laparoscopic cholecystectomy,가톨릭대학교서울성모병원,"가톨릭대학교서울성모병원(The Catholic University of Korea, Seoul St. Mary's Hospital)",중재연구(Interventional Study),해당사항없음(Not applicable),의약품(Drug),KCT0000399,KC10MISI0725,"chronic cholecystitis, gall bladder polyp, biliary colic",2012-04-09,2012-04-05,2011-03-03,2012-01-24,혈중 cytokines 농도(cytokines concentration)
대상자 모집 전(Not yet recruiting),신기능이 보존된 만성신질환 환자에서 비타민D수용체 유전자다형성과 좌심실 비대와의 연관성 - Association between vitamin D receptor gene polymorphism and left ventricular hypertrophy in chronic kidney disease patients with preserved renal function,학교법인성균관대학삼성창원병원,학교법인성균관대학삼성창원병원(Samsung Changwon Medical Center),관찰연구(Observational Study),,,KCT0000398,2011-SCMC-102-00,chronic kidney disease left ventricular hypertrophy,2012-04-06,2012-04-19,2012-04-19,,비타민D 수용체 유전자 다형성과 좌심실비대 연관성(Association between vitamin D receptor polymorphism and left ventricular hypertrophy)
모집 중(Recruiting),로봇을 이용한 내시경적 갑상선 절제술과 고식적 갑상선 절제술 중 안압의 변화 비교 - Comparison of intra-ocular pressure changes between robotically assisted thyroidectomy and conventional thyroidectomy,(사)삼성생명공익재단삼성서울병원,(사)삼성생명공익재단삼성서울병원(Samsung Medical Center ),관찰연구(Observational Study),,,KCT0000397,SMC 2012-01-026-002,"Surgical Procedures, Operative; Thyroidectomy",2012-04-06,2012-04-06,2012-03-19,2012-06-15,양쪽 눈의 안압 (Intra-ocular pressures in both eyes)
연구종결(Completed),"천식환자에서 HCP0910 250/50 ㎍ 반복투여 후 세레타이드TM 250 디스커스TM와의 치료학적 동등성을 평가 하기 위한 무작위배정, 공개, 다기관, 교차설계, 제 1상 임상시험 - A Phase I, Randomized, Open, Multi-center, Cross over study to Evaluate the Therapeutic Equivalence of Repeated Dose of HCP0910 250/50 μg to SeretideTM 250 DiskusTM in Asthmatic Patients",(사)삼성생명공익재단삼성서울병원,한미약품(주)(Hanmi Pharm),중재연구(Interventional Study),Phase1,의약품(Drug),KCT0000396,HM-FTOL-101,천식환자,2012-04-04,2013-08-19,2012-04-17,2013-07-26,"시험약 또는 대조약 2주 반복 투여 후, morning pre-dose FEV1의 기저치 대비 평균 변화량(After 2 weeks, averge of morning pre dose FEV1)"
연구종결(Completed),기관내삽관 시 어려운 후두경 시야를 예측하는 데 있어서 베개 높이에 대한 흉곽 높이와 목 길이의 관계의 비교 연구 - Comparison of the relationship of chest AP diameter and neck length with pillow height in predicting difficult laryngoscopy,(사)삼성생명공익재단삼성서울병원,(사)삼성생명공익재단삼성서울병원(Samsung Medical Center ),관찰연구(Observational Study),,,KCT0000395,SMC 2011-09-010-001,,2012-04-02,2012-04-02,2011-09-29,2011-11-11,후두경 시야 평가법(수정 코막-레한 등급)(modified Cormack and Lehane grade (C-L grade))
연구종결(Completed),굴절 교정 전방 렌즈 삽입 수술 후 발생한 내사시 - Esotropia Following Implantable Anterior Intraocular Lens Surgery,학교법인울산공업학원울산대학교병원,학교법인울산공업학원울산대학교병원(Ulsan Univeristy Hospital),관찰연구(Observational Study),,,KCT0000394,UUH-IRB-12-018,Esotropia,2012-03-30,2012-03-25,2012-02-21,2012-03-01,수술 후 발생한 내사시를 관찰(Observation permanent esotropia developed in a 32 old woman with myopia after implantable anterior intraocular lens surgery)
모집 중(Recruiting),"고형암 또는 혈액암이 있는 성인 환자를 대상으로 V212의 안전성 및 유효성을 평가하기 위한 제3상, 무작위배정, 위약-대조 임상시험 - A Phase III Randomized, Placebo-Controlled, Clinical Trial to Study the Safety and Efficacy of V212 in Adult Patients with Solid Tumor or Hematologic Malignancy",서울대학교병원,한국엠에스디 유한회사(MSD Korea ),중재연구(Interventional Study),Phase3,의약품(Drug),KCT0000393,V212-PN011,대상포진 및 대상포진 관련 합병중의 예방,2012-03-30,2012-03-30,2011-10-14,2016-07-25,"유효성 : 대상포진 (HZ)의 발생률, 중등증에서 중증의 HZ 관련 통증, 대상포진 관련 복합적 합병증, PHN의 발생률(Efficacy : The incidence of HZ, moderate to severe HZ-associated pain, HZ complications, and PHN)안전성 : 백신접종기록일지 및 SAE 수집(Safety : Vaccine Report Card (VRC) and SAE)"
연구종결(Completed),과민성방광 증상이 동반된 전립선비대증 환자에서 tamsulosin과 solifenacin 병합요법 후 solifenacin 중단에 따른 과민성방광 증상의 변화 - Changes in overactive bladder symptoms after withdrawl of solifenacin following intitial 12-week combination therapy with tamsulosin: A multicenter prospective study in men with benign prostatic hyperplasia and coexisting overactive bladder,강원대학교,한국아스텔라스제약주식회사(Astellas Korea),중재연구(Interventional Study),Phase4,의약품(Drug),KCT0000392,KNUH-09-02,"Prostatic Hyperplasia, Benign Overactive Bladder",2012-03-28,2012-03-28,2009-04-10,2010-02-26,OABSS 설문지의 점수(OABSS (overactive bladder symptoms score))PPBC 설문지의 점수(PPBC (the patient perception of bladder condition))IPSS 설문지의 저장증상 점수(storage symptom score of IPSS (international prostate symptom score))삶의 질 점수(QOL score)
연구종결(Completed),내시경 점막하 박리술 후 출혈 예방을 위한 판토프라졸 지속 정주법과 간헐 정주법의 비교 : 전향적 무작위 연구 - Continuous infusion versus intermittent dosing of pantoprazole for the prevention of bleeding after endoscopic submucosal dissection : A prospective randomized trial,부산대학교병원,부산대학교병원(Pusan National University Hospital),중재연구(Interventional Study),해당사항없음(Not applicable),의약품(Drug),KCT0000391,2011205,내시경 점막하 박리술을 시행받는 위선종 및 조기 위암,2012-03-28,2016-12-26,2012-04-16,2013-06-07,ESD 후 조기출혈(early bleeding after ESD)ESD 후 지연 출혈(delayed bleeding after ESD)
대상자 모집 전(Not yet recruiting),"경·중등도의 본태성 고혈압 환자에서 Fimasartan(BR-A-657·K) 30mg의 혈압 강하 효과와 안전성을 위약과 비교하기 위한 무작위 배정, 양측눈가림, 다기관 임상시험(제3상) - A Randomized, Double-Blind, Multicenter, phase III Study to Evaluate the Antihypertensive Efficacy and Safety of Fimasartan (BR-A-657·K) 30mg Compared to Placebo in Patients with Mild to Moderate Essential Hypertension",연세대학교의과대학세브란스병원,보령제약 (주)(Boryung Pharm ),중재연구(Interventional Study),Phase3,의약품(Drug),KCT0000390,A657-BR-CT-L301,경·중등도의 본태성 고혈압 환자,2012-03-27,2012-03-26,2012-03-30,,fimasartan 30mg과 placebo의 SiDBP의 변화 비교(To compare the difference of sitting DBP between fimasaratn 30mg group and placebo group)
모집 중(Recruiting),제대혈 간엽줄기세포를 이용한 스테로이드 불응성 급성 및 만성 이식편대숙주병 치료 - Umbilical cord blood-derived mesenchymal stem cells for the treatment of steroid-refractory acute or chronic graft-versus-host-disease,(사)삼성생명공익재단삼성서울병원,메디포스트 (주)(Medipost),중재연구(Interventional Study),Phase1/Phase2,생물학적제제/백신(Biological/Vaccine),KCT0000389,SMC 2011-06-025,Graft vs Host Disease(이식편대숙주병),2012-03-27,2012-03-23,2012-01-05,2012-12-31,"안전성(활력징후, 신체검진, ECOG performance status/시험약을 주입하는 동안 주입관련반응)(Safety(Vital sign, Physical examination, ECOG performance status/Adverse effects related to infusion))GVHD의 치료 반응율(Treatment response of GVHD)"
연구종결(Completed),"제2형 당뇨 환자에 대한 1일 2회 NovoMix30 치료요법의 유효성 및 안전성 평가에 대한 다기관, 공개, 단일군 시험(시험단계 4상) - Evaluation of efficacy and safety after treatment of twice daily NovoMix30 in patients with type 2 diabetes A multi-centre, open-labelled, single-arm tria (Phase 4)",인제대학교상계백병원,노보 노디스크제약(주)(Novo Nordisk Pharma),중재연구(Interventional Study),해당사항없음(Not applicable),의약품(Drug),KCT0000388,KUH1010049,제2형 당뇨병,2012-03-23,2012-03-23,2007-07-01,2008-12-05,당화혈색소변화(HbA1c change)
연구종결(Completed),"한방변증 후 방풍통성산, 방기황기탕을 투여 받은 비만환자에서 치료 효과 및 부작용 예측을 위한 한방약물유전체 임상연구 : 무작위 추출 이중맹검 대조군비교 제 3상 임상시험 - clinical trial of herbal pharacogenomics for prediction of Efficacy and adversity of Bangpungtongsung-san and Bangkihwangki-tang by oriental obesity pattern identification in obesity treatment: A Phase 3 Randomized , Double Blinded, placebo-controlled trial",동국대학교일산불교병원,보건복지부(Ministry of Health & Welfare),중재연구(Interventional Study),해당사항없음(Not applicable),의약품(Drug),KCT0000387,CR12,obesity,2012-03-22,2012-03-22,2009-09-01,2010-10-01,기저치 보다 체중이 5% 이상 감소된 자원자의 비율(ratio of participants with more than 5% of weight reduction compared with baseline)
연구종결(Completed),"방풍통성산과 유산균 병용 투여가 여성 비만 환자의 체중, 혈중 지질 대사, 장 투과성, 장내 미생물 균형에 미치는 영향 : 무작위 이중맹검 대조군 비교 탐색적 임상연구 - The effect of coapplication of Bangpungtongsung-san and probiotics on weight, blood lipid metabolism, intestinal permeability and intestinal microorganism in obese Korean women: Randomized Double Blinded Controlled clincal Trial",동국대학교일산불교병원,(주)쎌바이오텍(Cell Biotech),중재연구(Interventional Study),해당사항없음(Not applicable),의약품(Drug),KCT0000386,SR21,"단순성 비만(E66.9:obesity,unspecified)",2012-03-22,2012-03-22,2011-02-01,2011-11-01,Baseline과 비교하여 3% 이상 체중감소 비만 환자의 비율(ratio of obese women showing more than 3% of weight reduction compared with baseline )
모집 중(Recruiting),학슬풍 환자에 대한 침치료의 유효성 및 안전성 검증을 위한 임상시험 - Efficacy and Safety Study of Individualized and Standardized Acupuncture Treatment for Knee osteoarthritis,동국대학교일산불교병원,보건복지부(Ministry of Health & Welfare),중재연구(Interventional Study),해당사항없음(Not applicable),의료기구(Medical Device),KCT0000385,11,KNEE OSTEOARTHRITIS,2012-03-19,2012-03-19,2011-04-05,2012-06-30,WOMAC (Westren Ontario and McMaster Universities) Scale 변화정도(WOMAC (Westren Ontario and McMaster Universities) Scale change)
